"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JKJIBISR","journalArticle","2015","Murphy, Carol; Hussey, Tara; Barnes-Holmes, Dermot; Kelly, Michelle E.","The Implicit Relational Assessment Procedure (IRAP) and attractiveness bias","Journal of Contextual Behavioral Science","","2212-1447","10.1016/j.jcbs.2015.08.001","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2017-01155-013&site=ehost-live","The Implicit Relational Assessment Procedure (IRAP) was used in the area of attractiveness bias and attributions of successfulness. Alternate IRAP trial-blocks required participants to affirm consistent (attractive–successful) and inconsistent (unattractive–successful) relations; shorter mean response latencies across consistent trial-blocks were interpreted as implicit attractiveness.stereotyping. Participants also completed a rating scale for successfulness of attractive versus unattractive individuals. Both implicit and explicit (rating data) data showed statistically significant attractiveness bias for male and female participants. Directionality of bias was analyzed via the IRAP 4 trial-type methodology to determine if it was pro-attractive or anti-unattractive, or if bias was evident.in both directions, or if no bias was shown. For both gender groups, bias was shown to be proattractive.and not antiunattractive. Findings are discussed with regard to a comprehensive account of attractiveness bias, directionality, and contextual influences. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","2015-10","2018-12-23 11:58:57","2018-12-23 11:58:57","","292-299","","4","4","","Journal of Contextual Behavioral Science","","","","","","","","","","","psyh","2017-01155-013","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/KMNMPEZI/Murphy et al. - 2015 - The Implicit Relational Assessment Procedure (IRAP.pdf","","Achievement; attractiveness bias; Attribution; attributions of successfulness; Behavioral Assessment; contextual influences; directionality; Facial Features; Human Sex Differences; Implicit Relational Assessment Procedure; males vs females; Measurement; Physical Attractiveness; Questionnaires; Test Bias","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9543WNXL","journalArticle","2018","Kavanagh, Deirdre; Barnes-Holmes, Yvonne; Barnes-Holmes, Dermot; McEnteggart, Ciara; Finn, Martin","Exploring differential trial-type effects and the impact of a read-aloud procedure on deictic relational responding on the IRAP","The Psychological Record","","0033-2933","10.1007/s40732-018-0276-1","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2018-15562-001&site=ehost-live","Under the rubric of Relational Frame Theory (RFT), researchers have investigated the role of deictic relational responding in the analysis of self in relation to others, place, and time, primarily through the use of an extended developmental protocol (Barnes-Holmes, 2001). In a move toward extending methodologies for studying deictic relational responding, more recent research has employed the Implicit Relational Assessment Procedure (IRAP) to measure deictic relational responding regarding I versus OTHER (Barbero-Rubio et al. in The Psychological Record, 66, 243–252, 2016). The initial purpose of the current study was to systematically replicate and extend this research. This extension involved the inclusion of a control condition in which no responding to self was involved, only responding to others. The results from Experiment 1 yielded significant IRAP effects for two of the four trial-types in both the deictic and control IRAPs. A second experiment involved a novel method for collecting IRAP data (a read-aloud procedure), which had been shown to yield significant effects for all four trial-types, and four significant effects were indeed recorded for both deictic and control IRAPs. Based on the current findings, a model is presented that seeks to explain the differential trial-type effects that are observed across the different IRAPs and the impact of the read-aloud procedure. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","2018-06","2018-12-23 11:58:57","2020-06-11 23:34:48","","163-176","","2","68","","The Psychological Record","","","","","","","","","","","","2018-15562-001","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/WXURHW5V/Kavanagh et al. - 2018 - Exploring differential trial-type effects and the .pdf","","DAARRE model; Deictic; Implicit Attitudes; IRAP; Models; Psychology; Relational frame theory; Theories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EZHNXQAP","journalArticle","2014","Scanlon, Geraldine; McEnteggart, Ciara; Barnes-Holmes, Yvonne; Barnes-Holmes, Dermot","Using the Implicit Relational Assessment Procedure (IRAP) to assess implicit gender bias and self-esteem in typically-developing children and children with ADHD and with dyslexia","Behavioral Development Bulletin","","1942-0722","10.1037/h0100577","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2014-55723-006&site=ehost-live","The current research comprised two studies that explored the utility of the Implicit Relational Assessment Procedure (IRAP) as a measure of children's implicit attitudes to the self. Study 1 (N = 20) involved a sample of children with ADHD and typically-developing children, all aged between 8 and 11 years. Across IRAP trials, each child's own name (e.g., MARY) was juxtaposed with a common name of the opposite gender (e.g., PETER), and presented in conjunction with three positive or three negative words and the two relational terms SIMILAR and OPPOSITE. The results indicated that both groups of children showed an implicit pro-self bias in trial-types denoted as Self-Positive and Self-Negative. While the typically-developing children were neither positive nor negative towards the other gender, the children with ADHD showed a pro-other bias in the Other-Negative trial-type. Study < 2 (N = 20) involved typically-developing children and children with dyslexia, all aged between 9 and 14 years. Again, both groups showed a pro-self bias in the Self-Positive and Self-Negative trial-types, and both were neither positive nor negative in the Other-Positive trial-type. However, the typically-developing children were anti-others in the Other-Negative trial-type, while the children with dyslexia were pro-others. The study highlights the benefits of using both explicit and implicit measures, especially the IRAP, when assessing the implicit cognitions of children. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","2014-07","2018-12-23 11:58:58","2023-01-10 19:07:29","","48-59","","2","19","","Behavioral Development Bulletin","","Behavioral Developmental Approaches to Clinical Interventions","","","","","","","","","psyh","2014-55723-006","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/XX6JVA8I/Scanlon et al. - 2014 - Using the implicit relational assessment procedure.pdf","","ADHD; Attention Deficit Disorder with Hyperactivity; Child Attitudes; dyslexia; Dyslexia; Human Sex Differences; implicit attitudes; implicit relational assessment procedure; Measurement; self-esteem; Self-Esteem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KVU2FMQ5","journalArticle","2018","Finn, Martin; Barnes-Holmes, Dermot; McEnteggart, Ciara","Exploring the single-trial-type-dominance-effect in the IRAP: Developing a differential arbitrarily applicable relational responding effects (DAARRE) model","The Psychological Record","","","10.1007/s40732-017-0262-z","","The Implicit Relational Assessment Procedure (IRAP) has been used as a measure of implicit cognition and has been used to analyze the dynamics of arbitrarily applicable relational responding. The current study uses the IRAP for the latter purpose. Specifically, the current research focuses on a pattern of responding observed in a previously published IRAP study that was difficult to explain using existing conceptual analyses. The pattern is referred to as the single-trial-type dominance effect because one of the IRAP trial types produces an effect that is significantly larger than that of the other three. Based on a post hoc explanation provided in a previously published article, the first experiment in the current series explored the impact of prior experimental experience on the single-trial-type dominance effect. The results indicated that the effect was larger for participants who reported high levels of experimental experience (M = 32.3 previous experiments) versus those who did not (M = 2.5 previous experiments). In the second experiment, participants were required to read out loud the stimuli presented on each trial and the response option they chose. The effect of experimental experience was absent, but the single-trial-type dominance effect remained. In the third experiment, a different set of stimuli than those used in the first two experiments was used in the IRAP, and a significant single-trial-type dominance effect was no longer observed. The results obtained from the three experiments led inductively to the development of a new model of the variables involved in producing IRAP effects—the differential arbitrarily applicable relational responding effects (DAARRE) model—which is presented in the General Discussion. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","2018-03","2018-12-23 11:58:58","2020-06-11 23:36:02","","11-25","","1","68","","The Psychological Record","","","","","","","","","","","","","","","","","/Users/Ian/Zotero Data/storage/9UZGL7I2/Finn et al. - 2018 - Exploring the single-trial-type-dominance-effect i.pdf","","Cognition; Differential; IRAP; Measurement; Models; Reaction Time; Relational network; Response Parameters; RFT; Trial type","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CM36Y9YX","journalArticle","2016","Kavanagh, Deirdre; Hussey, Ian; McEnteggart, Ciara; Barnes-Holmes, Yvonne; Barnes-Holmes, Dermot","Using the IRAP to explore natural language statements","Journal of Contextual Behavioral Science","","2212-1447","10.1016/j.jcbs.2016.10.001","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2017-00265-006&site=ehost-live","This study explored a modification to the typical presentation of label and target stimuli on Implicit Relational Assessment Procedure (IRAP) effects. We asked whether combining the labels and targets into a single phrase would influence performances. The key purpose of the study was to determine the feasibility of altering the way in which stimuli are presented within the IRAP, so as to potentially employ more complex natural language-like statements in future research. In the Typical IRAP employed here, labels and targets were presented as separate words, while in the Natural Language IRAP they were combined to form a single statement. The results demonstrated no substantive differences in the effects recorded on both types of IRAP, thus supporting the future use of a Natural Language version. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","2016-10","2018-12-23 11:58:58","2018-12-23 11:58:58","","247-251","","4","5","","Journal of Contextual Behavioral Science","","","","","","","","","","","psyh","2017-00265-006","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/68UYMPIS/Kavanagh et al. - 2016 - Using the IRAP to explore natural language stateme.pdf","","Implicit Relational Assessment Procedure; Natural Language; Natural Language IRAP; Performance; Phrases; RFT; Stimulus Presentation Methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q55BVQQS","journalArticle","2018","De Schryver, Maarten; Hussey, Ian; De Neve, Jan; Cartwright, Aoife; Barnes-Holmes, Dermot","The PIIRAP: An alternative scoring algorithm for the IRAP using a probabilistic semiparametric effect size measure","Journal of Contextual Behavioral Science","","2212-1447","10.1016/j.jcbs.2018.01.001","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2018-12367-012&site=ehost-live","The Implicit Relational Assessment Procedure (IRAP) has been used to assess the probability of arbitrarily applicable relational responding or as an indirect measure of implicit attitudes. To date, IRAP effects have commonly been quantified using the DIRAP scoring algorithm, which was derived from Greenwald, Nosek and Banaji's (2003) D effect size measure. In the article, we highlight the difference between an effect size measure and a scoring algorithm, discuss the drawbacks associated with D, and propose an alternative: a probabilistic, semiparametric measure referred to as the Probabilistic Index (Thas, De Neve, Clement, & Ottoy, 2012). Using a relatively large IRAP dataset, we demonstrate how the PI is more robust to the influence of outliers and skew (which are typical of reaction time data). Finally, we conclude that PI models, in addition to producing point estimate scores, can also provide confidence intervals, significance tests, and afford the possibility to include covariates, all of which may aid single subject design studies. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","2018-01","2018-12-23 11:58:58","2018-12-23 11:58:58","","97-103","","","7","","Journal of Contextual Behavioral Science","","","","","","","","","","","psyh","2018-12367-012","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/BHTU6S45/De Schryver et al. - 2018 - The PIIRAP An alternative scoring algorithm for t.pdf","","algorithm; Algorithms; alternative scoring; D score; Effect size; Effect Size (Statistical); Implicit measure; Implicit Relational Assessment Procedure; Probabilistic index model; Probability; psychometrics; Psychometrics; Scoring (Testing)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BPHT4SSR","journalArticle","2015","Bast, Diana Ferroni; Barnes-Holmes, Dermot","Priming thoughts of failing versus succeeding and performance on the Implicit Relational Assessment Procedure (IRAP) as a measure of self-forgiveness","The Psychological Record","","0033-2933","10.1007/s40732-015-0137-0","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2016-16811-007&site=ehost-live","Purpose: This study aimed to test the effect of positive and negative priming on the assessment of self-forgiveness in the Implicit Relational Assessment Procedure (IRAP) related to emotional reactions and expected outcomes in everyday life. Additionally, the research explored the extent to which such implicit reactions were related to standardized measures of psychopathology, including depression, anxiety, stress, and a scale that was based directly on the IRAP. Method: Eighty-one undergraduates were assigned in 2 groups, where they were presented with different conditions, positive and negative priming, in which participants had to recall in writing three experiences of failing or succeeding; participants then completed 2 IRAPs, 1 targeting feelings and the other targeting outcomes as related to failing and succeeding behaviors. In addition, participants were asked to complete 2 explicit measures that were derived from the 2 IRAPs and another 2 explicit measures that targeted self-compassion and stress, anxiety, and depression. Results: The findings showed that the priming conditions affected the 2 IRAPs differentially. Furthermore, the IRAP that targeted feelings predicted level of self-reported psychopathology but only for participants in the positive priming condition. The findings are discussed in the context of providing tentative evidence for experiential avoidance. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2015-12","2018-12-23 11:58:59","2018-12-23 11:58:59","","667-678","","4","65","","The Psychological Record","","","","","","","","","","","psyh","2016-16811-007","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/RFCRDG3M/Bast and Barnes-Holmes - 2015 - Priming thoughts of failing versus succeeding and .pdf","","Emotional Responses; Failures; Feelings and outcomes; Forgiveness; Implicit Attitudes; Implicit measure; Priming; Self-forgiveness; Test Performance; Thinking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TH3BR6FI","journalArticle","2007","McKenna, Ian M.; Barnes-Holmes, Dermot; Barnes-Holmes, Yvonne; Stewart, Ian","Testing the fake-ability of the Implicit Relational Assessment Procedure (IRAP): The first study","International Journal of Psychology & Psychological Therapy","","1577-7057","","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2007-12662-009&site=ehost-live","This was the first study that aimed to examine the effects of instructing participants to 'fake' their performance on the Implicit Relational Assessment Procedure (IRAP). Thirty-six participants were first exposed to an IRAP. Consistent blocks involved responding to pleasant target words as pleasant, and unpleasant words as unpleasant; inconsistent blocks involved the opposite response pattern. As predicted, latencies were significantly shorter on consistent relative to inconsistent blocks. Subsequently, all participants were informed about how the IRAP works; 12 participants were also asked to try to fake the next IRAP by thinking of pleasant things as unpleasant and unpleasant things as pleasant; and another 12 were also told how to fake the IRAP (slow down on consistent trials). Results showed no evidence of faking, which contrasts with previous research in which the Implicit Association Test (IAT) was successfully faked. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","2007","2018-12-23 11:58:59","2018-12-23 11:58:59","","253-268","","2","7","","International Journal of Psychology & Psychological Therapy","","","","","","","","","","","psyh","2007-12662-009","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/SJJE6S92/McKenna et al. - 2007 - Testing the fake-ability of the Implicit Relationa.pdf","","Ability; fake-ability; Faking; Implicit Relational Assessment Procedure; IRAP; Measurement; performance; Performance; Testing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZW8FLEMV","journalArticle","2017","Cagney, Susan; Harte, Colin; Barnes-Holmes, Dermot; Barnes-Holmes, Yvonne; McEnteggart, Ciara","Response biases on the IRAP for adults and adolescents with respect to smokers and nonsmokers: The impact of parental smoking status","The Psychological Record","","0033-2933","10.1007/s40732-017-0249-9","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2017-26001-001&site=ehost-live","The current research aimed to examine the implicit biases of smokers and nonsmokers to others who did or did not smoke. Study 1 presented adult smokers and nonsmokers with an Implicit Relational Assessment Procedure (IRAP) that assessed bias toward or against smokers and nonsmokers. Study 2 replicated this with adolescent smokers and nonsmokers. Both studies also presented self-report measures. Both adult and adolescent smokers produced IRAP effects that indicated prosmoker biases; nonsmokers’ biases were relatively neutral. Trends in the data from Studies 1 and 2 led to a post hoc analysis of the nonsmoker data to investigate the potential impact of parental smoking status on nonsmokers’ biases. Both the IRAP and self-report measures data suggested that parental smoking status increased positivity in attitudes toward smokers among nonsmokers. Hierarchical logistic regression analyses indicated that the IRAP data in Study 1, but not Study 2, predicted smoking status above and beyond the self-report measures. The post hoc analyses showed a similar trend. The consistency of the findings with the only existing IRAP study of attitudes toward smokers, as well as with the broader literature, supports the view that response biases toward smokers may not change fundamentally from adolescence to adulthood, and that parental smoking status may having a moderating influence on these biases. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","2017-12","2018-12-23 11:58:59","2018-12-23 11:58:59","","473-483","","4","67","","The Psychological Record","","","","","","","","","","","psyh","2017-26001-001","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/KTEWJ8NX/Cagney et al. - 2017 - Response Biases on the IRAP for Adults and Adolesc.pdf","","Adolescent Characteristics; Age Differences; Cognitive Bias; IRAP; Parental influence; Parents; Smokers attitudes; Tobacco Smoking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WCUDLSY4","journalArticle","2012","Nicholson, Emma; Barnes- Holmes, Dermot","The Implicit Relational Assessment Procedure (IRAP) as a measure of spider fear","The Psychological Record","","0033-2933","10.1007/BF03395801","http://search.ebscohost.com/login.aspx?direct=true&db=psyh&AN=2012-10547-006&site=ehost-live","A greater understanding of implicit cognition can provide important information regarding the etiology and maintenance of psychological disorders. The current study sought to determine the utility of the Implicit Relational Assessment Procedure (IRAP) as a measure of implicit aversive bias toward spiders in two groups of known variation, high fear and low fear. The study also endeavored to ascertain the predictive validity of the IRAP in terms of real-life behavior by means of a Behavioral Approach Task (BAT). Results demonstrated that the IRAP can differentiate between two groups with known differences in relation to spider fear. Furthermore, these distinctions act as predictors for overt avoidance behavior with a live spider. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","2012","2018-12-23 11:58:59","2023-01-10 18:42:04","","263-277","","2","62","","The Psychological Record","","","","","","","","","","","psyh","2012-10547-006","EBSCOhost","","","","/Users/Ian/Zotero Data/storage/PL6UN5GL/Nicholson and Barnes- Holmes - 2012 - The Implicit Relational Assessment Procedure (IRAP.pdf","","Arachnida; Cognition; Fear; implicit cognition; Implicit Memory; Implicit Relational Assessment Procedure; psychometrics; Psychometrics; spider fear; test validity; Test Validity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
